train_loss	photo_loss	explainability_loss	smooth_loss
1.3420106172561646	0.5633278489112854	2.772487163543701	0.07341312617063522	0.21684405207633972
1.2936149835586548	0.5230715274810791	2.764883518218994	0.05031020566821098	0.21253572404384613
1.2272217273712158	0.4751951992511749	2.7587523460388184	0.03744135797023773	0.19653187692165375
1.1341122388839722	0.41697558760643005	2.7498550415039062	0.03379625454545021	0.16378602385520935
1.065029501914978	0.3701487183570862	2.7420568466186523	0.034252457320690155	0.14304420351982117
1.5034221410751343	0.6856236457824707	2.7293925285339355	0.03417215496301651	0.26850274205207825
1.1337401866912842	0.4195803701877594	2.708061456680298	0.028887396678328514	0.16965873539447784
1.2977347373962402	0.5516879558563232	2.6970667839050293	0.02497786283493042	0.20413550734519958
1.2226448059082031	0.49944281578063965	2.668527364730835	0.021517314016819	0.18734481930732727
1.4676716327667236	0.6777005195617676	2.633784532546997	0.019309883937239647	0.26128315925598145
1.2059218883514404	0.49827295541763306	2.578446865081787	0.018207959830760956	0.1901388168334961
1.3624577522277832	0.6219826936721802	2.5316853523254395	0.01733268052339554	0.23240473866462708
1.3226426839828491	0.6041878461837769	2.4601352214813232	0.015556173399090767	0.22487223148345947
1.1666501760482788	0.5059288740158081	2.3901727199554443	0.013336077332496643	0.18135318160057068
1.2728097438812256	0.6107293367385864	2.258943557739258	0.012429148890078068	0.20904868841171265
1.1766042709350586	0.5589343905448914	2.108311414718628	0.01282823272049427	0.19472478330135345
1.3164821863174438	0.6945284605026245	1.9762672185897827	0.012753290124237537	0.22542503476142883
1.11533784866333	0.5564210414886475	1.9150155782699585	0.0119455112144351	0.1747191846370697
1.1314234733581543	0.6223775148391724	1.6187909841537476	0.01193615235388279	0.18409405648708344
1.1620500087738037	0.6803446412086487	1.491921067237854	0.012256955727934837	0.18209543824195862
1.1468480825424194	0.703376054763794	1.334415316581726	0.012224327772855759	0.17536653578281403
1.1181343793869019	0.7048168778419495	1.251051425933838	0.012242314405739307	0.16188296675682068
0.9793087244033813	0.6190100908279419	1.1862677335739136	0.01166998315602541	0.12187808007001877
0.9756259322166443	0.6413382887840271	1.0975993871688843	0.01174535695463419	0.1135932058095932
1.108304738998413	0.7881121635437012	1.036218285560608	0.01212228462100029	0.11173660308122635
0.9265277981758118	0.64728182554245	0.974664032459259	0.011745722964406013	0.08313858509063721
0.9244872331619263	0.671958327293396	0.8921043872833252	0.011236391961574554	0.07298433035612106
0.8913825154304504	0.6654488444328308	0.8463853001594543	0.012016608379781246	0.05545491725206375
1.0512707233428955	0.8329296708106995	0.7820892333984375	0.012456173077225685	0.060677580535411835
0.9504733085632324	0.7640762329101562	0.7074537873268127	0.012356819584965706	0.0436706580221653
0.971542477607727	0.8005917072296143	0.650609016418457	0.012941539287567139	0.03953483700752258
0.9914526343345642	0.8390066623687744	0.6206717491149902	0.012669505551457405	0.027044642716646194
0.8823408484458923	0.757416844367981	0.5365680456161499	0.012426376342773438	0.016367744654417038
1.1506367921829224	1.0396583080291748	0.4783269464969635	0.012864850461483002	0.014026682823896408
0.9369223713874817	0.8405369520187378	0.4265894591808319	0.012280984781682491	0.00983941275626421
0.7540364861488342	0.6709710359573364	0.3846915364265442	0.012736868113279343	0.004853442311286926
1.1759779453277588	1.1011545658111572	0.3358190357685089	0.012405771762132645	0.006418935488909483
0.6495388150215149	0.5689523220062256	0.38216325640678406	0.012430367060005665	0.0029108189046382904
0.8442443609237671	0.7736319899559021	0.3321169912815094	0.011536723002791405	0.0030352966859936714
0.8321540355682373	0.7666178345680237	0.3092600107192993	0.01226021721959114	0.0024582315236330032
0.7681385278701782	0.7070369720458984	0.28800708055496216	0.011680534109473228	0.002332116710022092
1.1537957191467285	1.0946624279022217	0.2764531970024109	0.01254466362297535	0.0025881039910018444
0.9449106454849243	0.8945738673210144	0.23382994532585144	0.011628656648099422	0.00240787910297513
0.7186911702156067	0.6630423069000244	0.2651529312133789	0.011892828159034252	0.0014289363753050566
0.8462539315223694	0.7965855598449707	0.233928382396698	0.011158118024468422	0.0017669276567175984
1.0767239332199097	1.0213887691497803	0.2641504406929016	0.011514480225741863	0.001353582600131631
0.7127149105072021	0.6550906896591187	0.2761971652507782	0.011859215795993805	0.0011988994665443897
0.9818124771118164	0.9178857803344727	0.30842775106430054	0.011445177718997002	0.0010966324480250478
0.9705089926719666	0.9000823497772217	0.3417249917984009	0.011766455136239529	0.0009049582877196372
0.9231093525886536	0.8495340347290039	0.3569985032081604	0.01160844974219799	0.0010147877037525177
0.9660882353782654	0.8878870010375977	0.38114240765571594	0.011027546599507332	0.0008699813624843955
0.8804929852485657	0.796525239944458	0.4084131121635437	0.012341980822384357	0.0010509449057281017
0.8646295666694641	0.7918232679367065	0.3512817323207855	0.011585205793380737	0.001391419442370534
0.8578899502754211	0.7918475866317749	0.3204445540904999	0.011354587972164154	0.000817927357275039
0.8160781264305115	0.7547733783721924	0.29751327633857727	0.011851182207465172	0.000616945733781904
0.9110196232795715	0.8523876667022705	0.28352972865104675	0.011499408632516861	0.0007760487496852875
1.0414626598358154	0.970904529094696	0.34345126152038574	0.010770429857075214	0.0007908279076218605
0.8518103957176208	0.788593590259552	0.30682072043418884	0.010967002250254154	0.0007559473742730916
0.8092172741889954	0.7367274165153503	0.3531229496002197	0.011585661210119724	0.0007066677790135145
0.8078736066818237	0.7385236620903015	0.33843615651130676	0.01077797170728445	0.0005849456647410989
0.9399531483650208	0.8752099275588989	0.31555309891700745	0.009837775491178036	0.0006488655344583094
0.7950669527053833	0.7288537621498108	0.32397693395614624	0.010030771605670452	0.0004147010331507772
0.702690839767456	0.6281326413154602	0.3637810945510864	0.011345055885612965	0.000667449610773474
0.9171582460403442	0.8488598465919495	0.33264756202697754	0.011643965728580952	0.0006044880719855428
0.9732682108879089	0.9081970453262329	0.3171948790550232	0.01094665564596653	0.0005375593900680542
0.8684958815574646	0.7961364388465881	0.35057106614112854	0.014987806789577007	0.0007464916561730206
0.869770348072052	0.7840524315834045	0.40850138664245605	0.033741679042577744	0.0006435180548578501
0.955964982509613	0.8773976564407349	0.3789786994457245	0.0201487485319376	0.000756657391320914
0.7870064973831177	0.7003058791160583	0.4237382113933563	0.014098425395786762	0.0005431828903965652
0.7348711490631104	0.6466848850250244	0.43160852789878845	0.012303340248763561	0.0006341641419567168
1.0325932502746582	0.9532777070999146	0.3867623209953308	0.013291966170072556	0.0006339639658108354
0.6869115233421326	0.6006956100463867	0.4219513237476349	0.012407280504703522	0.0005848785513080657
0.9745914936065674	0.8913159370422363	0.4076816737651825	0.011951561085879803	0.0005440580425783992
0.7970712780952454	0.712693989276886	0.41291898488998413	0.012499092146754265	0.0005435734055936337
0.7282701134681702	0.6445958018302917	0.4102349579334259	0.011588227935135365	0.00046849693171679974
0.9771099090576172	0.8980867862701416	0.3854105472564697	0.011672788299620152	0.0007737057167105377
1.074318528175354	1.0031064748764038	0.3475128412246704	0.012277979403734207	0.0004816638247575611
1.0109972953796387	0.9278910160064697	0.40492498874664307	0.013271324336528778	0.0007941577350720763
0.8406264185905457	0.7635560035705566	0.37632372975349426	0.012466934509575367	0.000558963802177459
0.8501155972480774	0.7665126323699951	0.4073950946331024	0.013223330490291119	0.0008016340434551239
0.8562189936637878	0.7772839665412903	0.385055273771286	0.012524044141173363	0.0006715534254908562
0.8649725317955017	0.7798823118209839	0.4161621630191803	0.012247731909155846	0.00063304603099823
0.7584373950958252	0.6698859930038452	0.4341508746147156	0.012595807202160358	0.0004616128862835467
0.8506585955619812	0.7684769034385681	0.4015738368034363	0.013867394998669624	0.0004801659379154444
0.9054176211357117	0.8220433592796326	0.40619874000549316	0.015384839847683907	0.0005960580892860889
0.9645645022392273	0.8821510076522827	0.39659982919692993	0.025469962507486343	0.0005465333233587444
0.962966799736023	0.8787814378738403	0.40486499667167664	0.024382419884204865	0.0007740859291516244
0.763194739818573	0.6663118004798889	0.4638061821460724	0.03602142259478569	0.0005195449921302497
0.7634578347206116	0.6718957424163818	0.4414065480232239	0.02796940691769123	0.00048380246153101325
0.8235452175140381	0.735350489616394	0.42579275369644165	0.026117246598005295	0.00042448571184650064
0.7771136164665222	0.6853206753730774	0.4439131021499634	0.024762852117419243	0.0005340619245544076
0.916558563709259	0.8306707143783569	0.41684117913246155	0.022198492661118507	0.0002997474803123623
0.8141729235649109	0.7226743698120117	0.4448663294315338	0.020896892994642258	0.0004356000863481313
1.1567353010177612	1.0730667114257812	0.40452393889427185	0.01838529109954834	0.000925197615288198
1.1644999980926514	1.0750179290771484	0.43478870391845703	0.019181817770004272	0.0006061241729184985
0.8617084622383118	0.7709023356437683	0.44427576661109924	0.014536164700984955	0.0004973354516550899
0.8649653792381287	0.7679014205932617	0.4753634035587311	0.013683713041245937	0.0006229319842532277
0.83954256772995	0.7444212436676025	0.4657295048236847	0.012424364686012268	0.0007329363725148141
0.939241349697113	0.8532002568244934	0.42193180322647095	0.011749583296477795	0.00047973525943234563
0.7415204644203186	0.6498693823814392	0.44982224702835083	0.011945589445531368	0.0004920669598504901
1.0757176876068115	0.9943222999572754	0.39827507734298706	0.011647862382233143	0.0005755742895416915
0.9145947694778442	0.8287977576255798	0.4208567142486572	0.011431241407990456	0.0004825415671803057
1.0110023021697998	0.9186056852340698	0.4537046253681183	0.010994377546012402	0.0005562427686527371
1.0452320575714111	0.9450103044509888	0.4929770827293396	0.011094050481915474	0.0005170141812413931
0.6656444668769836	0.5458235144615173	0.5907490253448486	0.011802541092038155	0.0004908902919851243
0.8274233937263489	0.7167109251022339	0.5444818735122681	0.01182563416659832	0.0006335155921988189
0.6904644966125488	0.5798841714859009	0.5434013605117798	0.013270280323922634	0.0005730533739551902
0.7916752696037292	0.6930249929428101	0.48342180252075195	0.014591053128242493	0.0005068345926702023
0.7707862257957458	0.6729954481124878	0.4790709614753723	0.0158082228153944	0.00039576514973305166
0.8585463166236877	0.768370509147644	0.4371824264526367	0.01698148623108864	0.0010411993134766817
0.8725821375846863	0.7896648049354553	0.40233978629112244	0.017686646431684494	0.0006807362660765648
0.8498432636260986	0.7739758491516113	0.36770179867744446	0.018055861815810204	0.0005214936682023108
0.8799049854278564	0.8109006881713867	0.333380788564682	0.017762335017323494	0.0005519504193216562
0.8700315952301025	0.7998900413513184	0.3378854990005493	0.021434228867292404	0.00042096507968381047
0.9015797972679138	0.8413284420967102	0.2871883511543274	0.0238255113363266	0.0004311330849304795
0.7270209193229675	0.6652665734291077	0.29210570454597473	0.026839520782232285	0.0006492827087640762
0.8618682622909546	0.8055840730667114	0.2666594088077545	0.025970272719860077	0.000355289492290467
0.9584488272666931	0.9101656079292297	0.22922378778457642	0.02000443823635578	0.00043802420259453356
0.9938713908195496	0.9425670504570007	0.24427039921283722	0.020622294396162033	0.0003881141892634332
1.083757758140564	1.0353525876998901	0.22893103957176208	0.018191901966929436	0.0007997862994670868
0.7552477717399597	0.7004579305648804	0.26258453726768494	0.017875976860523224	0.00048527983017265797
0.8411039113998413	0.7881929874420166	0.2535935044288635	0.017152637243270874	0.0004769576480612159
0.7612324357032776	0.7003448009490967	0.2947371006011963	0.016098296269774437	0.00033038706169463694
0.9161228537559509	0.8549298644065857	0.2957058250904083	0.015776246786117554	0.00047418809845112264
0.8798148036003113	0.8163133859634399	0.30751436948776245	0.016702773049473763	0.0003282181278336793
0.8322257995605469	0.766218900680542	0.3205999433994293	0.015697699040174484	0.0003171631833538413
0.8901042938232422	0.8195192813873291	0.34301456809043884	0.015487190335988998	0.0004334141267463565
0.782089352607727	0.7075914144515991	0.36153358221054077	0.01562010683119297	0.0006292524049058557
0.9498768448829651	0.8735272288322449	0.3710022270679474	0.015501520596444607	0.0005990365170873702
0.7004539370536804	0.6215004324913025	0.3847522735595703	0.016193844377994537	0.0003836742544081062
0.7182316780090332	0.6403506994247437	0.37741830945014954	0.016240902245044708	0.0007731688092462718
0.821172833442688	0.7475311160087585	0.35501790046691895	0.01805991493165493	0.0008321553468704224
0.742072343826294	0.6700078248977661	0.3472950756549835	0.020170260220766068	0.0005884780548512936
0.793190598487854	0.7260099649429321	0.32273629307746887	0.02155587263405323	0.00047782022738829255
0.8748480081558228	0.8114149570465088	0.30474406480789185	0.021449608728289604	0.0003393572987988591
0.8209370374679565	0.7599589824676514	0.29307565093040466	0.02024383470416069	0.0003384717274457216
0.7765722870826721	0.714522659778595	0.29680222272872925	0.019696809351444244	0.000719475734513253
0.80859375	0.7471461892127991	0.29590079188346863	0.018694275990128517	0.0003979906323365867
0.5829735994338989	0.5207433700561523	0.2984367311000824	0.022624388337135315	0.00028044485952705145
1.072265386581421	1.0226508378982544	0.23657910525798798	0.01953408308327198	0.00034532250720076263
0.7685534358024597	0.7185893058776855	0.23819519579410553	0.018628060817718506	0.0004622718843165785
0.9369720220565796	0.8885905742645264	0.2314649373292923	0.016954664140939713	0.00039301536162383854
0.9880366325378418	0.9369931817054749	0.24474991858005524	0.018061501905322075	0.0002873626071959734
0.8515855073928833	0.8006346225738525	0.24496988952159882	0.017092743888497353	0.00024761230451986194
0.6876367330551147	0.6273804903030396	0.29049256443977356	0.018953045830130577	0.00026243325555697083
0.9311860799789429	0.8704844117164612	0.2898297607898712	0.023929204791784286	0.00034277825034223497
0.8219273090362549	0.7573395371437073	0.3090135455131531	0.02391558699309826	0.0003934822743758559
0.9462802410125732	0.8782691955566406	0.32267528772354126	0.023297693580389023	0.0011461724061518908
0.8388017416000366	0.773542046546936	0.31392017006874084	0.021299373358488083	0.00034577923361212015
0.7429518699645996	0.6707092523574829	0.34935441613197327	0.02078734152019024	0.0002930031332653016
0.8540827631950378	0.7856253385543823	0.3294733166694641	0.02210559882223606	0.0003522064653225243
1.001534104347229	0.9328875541687012	0.330567866563797	0.022197430953383446	0.0003131998237222433
0.7293977737426758	0.6533446311950684	0.367083877325058	0.02346104569733143	0.0002902477281168103
0.7812099456787109	0.7057973146438599	0.3645617365837097	0.022142011672258377	0.00028607912827283144
0.8112483620643616	0.7366364598274231	0.3600045442581177	0.019652819260954857	0.0006456685368902981
0.7316205501556396	0.656255304813385	0.36716094613075256	0.016450420022010803	0.0002879951789509505
0.8904426097869873	0.8191319704055786	0.3467414379119873	0.01668521761894226	0.00029385066591203213
1.000504970550537	0.930152177810669	0.34219837188720703	0.016183041036128998	0.00029481895035132766
0.7862587571144104	0.7081444263458252	0.38061749935150146	0.01771099492907524	0.0002197632275056094
0.9968245029449463	0.9171209335327148	0.38721391558647156	0.01831180974841118	0.00042965338798239827
0.684785783290863	0.6016743183135986	0.4053756296634674	0.01745564676821232	0.00029072491452097893
0.9152124524116516	0.8357654213905334	0.38664665818214417	0.015184864401817322	0.0005991829675622284
0.6264864802360535	0.5473780632019043	0.3863019347190857	0.01671913079917431	0.0001761217281455174
0.7772701382637024	0.705210268497467	0.35190826654434204	0.014135297387838364	0.0002646875800564885
0.9068896174430847	0.8503206372261047	0.2744334042072296	0.013477652333676815	0.0003345058357808739
0.791235625743866	0.7343432903289795	0.27532121539115906	0.013241518288850784	0.0005039116367697716
0.6533167958259583	0.5972070693969727	0.2717503011226654	0.013361786492168903	0.0004234886437188834
0.841181755065918	0.7939273118972778	0.22837649285793304	0.013345247134566307	0.0002446081780362874
0.9219648241996765	0.8788031339645386	0.2069188356399536	0.015270063653588295	0.0002509644255042076
0.7103848457336426	0.6710221767425537	0.1851879209280014	0.017871206626296043	0.0005379365175031126
0.705053448677063	0.6644032001495361	0.19353263080120087	0.015733694657683372	0.00037035156856290996
0.9529080986976624	0.9185200333595276	0.16322143375873566	0.015083184465765953	0.0002354884782107547
0.6563519239425659	0.6225652694702148	0.16015800833702087	0.014058426022529602	0.0003491943934932351
0.9853661060333252	0.9521247744560242	0.15829171240329742	0.011415642686188221	0.0004414421855472028
